text,true_label,pred_naive_bayes,pred_logistic_regression,pred_svm
moga nolong antara allah doang nolonginnya aamiin sadar ngga gila jabat sombong,insult,normal,normal,normal
sejarah dipake nyembah lupa budha hindu panggil pas puja setan hoi trs nama blkg gua nama hotel wqwq pake bahasa jerman rem perang,normal,hate_speech,insult,insult
prabowo cs teriak mnghujat jokowi antek asing jokowi diam balas dlm diam jokowi mmbuktikan sbaliknya bukti thn indonesia kuasa saham pt freeport indonesia prabowo cs dlm diam menghrpkan dukung as janji jk,normal,hate_speech,hate_speech,hate_speech
umuh gt persib npersib kunyuk n xf x f x x xf x f x x xf x f x x,hate_speech,insult,insult,insult
minmin npa bhn laen nitu ungkap indonesia ntp ungkap cocot otak pnh napsu kuasa,hate_speech,hate_speech,normal,hate_speech
den den nnista hidup nudah fitnah abu jibriel maaf bikin fitnah ndan followermu sedih tingkat cerdas nmain setuja tuju ae mbek congor nbosok su,hate_speech,hate_speech,threat,hate_speech
hidup kadang kadang kadang ayam nginjak tai kadang nginjak tai ayam,normal,normal,insult,insult
sompret enak enak tidur hujan kudu masukin jemur eh menit terang halus xf x f x xb xf x f x xb xf x f x xb,insult,insult,hate_speech,insult
tuhan gin hidup ku salah ku ntuhan goblok,insult,normal,normal,hate_speech
chile china tvone israel abai seru internasional gencat senjata china sesal foto timewa simak lengkap follow tvo china sesal sikap israel abai khawatir masyarakat internasional indah seru gencat senjata manusia gaza sesal terima duta china pbb zhang jun dewan aman dk pbb senin israel hirau khawatir masyarakat internasional pilih tingkat operasi militer gaza formal deklarasi luncur serang darat simak berita lengkap,threat,normal,normal,normal
israel asu sekian terimakasih,harassment,normal,normal,normal
lihat brutanya tentara israel korban siksa bunuh,threat,normal,normal,normal
lg bisnis biarin pting ganti presiden amanah seswe janji gmgnya impor serba impor tani negri gigit jari ampun,hate_speech,normal,normal,normal
akun promote gigolo pas liat minat booking laki dijadiin gay fix akun bencong najis ngentot,harassment,insult,insult,insult
front usak islam demo anies rusak ketua cabul kabur tanggung kecut munafik hadap proses hukum,hate_speech,hate_speech,insult,hate_speech
xf x f x xa pandang freezer kosong n xf x f x xa npapa along with your gantengs ate all the ice cream last night n xf x f x xa oh dear lord xf x f x x xf x f x x n mbatin ampun steven bahasa ne anak anak kacrut n n,insult,insult,normal,normal
warga duga alami ganggu jiwa orang ganggu jiwa odgj aceh aceh bawa kabur mobil ambulans ambil alih mobil amuk bawa rumah sakit ambulans jenis apv pelat bl gb milik puskesmas bintang lari odgj rujuk rsu datu beru takengon rujuk tangan fasilitas pasien odgj rs kapolsek bintang iptu karya wartawan kamis pria identitas koramil bintang motor rabu malam wib rampas bawa lari mobil dinas ambulans pria ambulans aman personel polsek linge wib dinihari source,hate_speech,normal,normal,normal
jokowi siap perang lawan rakyat melayu by m rizal fadil panglima tni marsekal yudo margono arah kirim pasu piting atas konflik penting rempang masyarakat melayu juang tahan hak hak tradisional paksa pengososongan arah panglima pisah bijak jokowi presiden penandatanganan proyek rempang meninves kepala bkpm bahlil lahadalia investor xinyi group china hotel shangri la chengdu juli saksi presiden jokowi siap operasi militer polisi rempang siar video arah panglima yudo margon,hate_speech,normal,normal,normal
gasuka langung selesaiin bareng gausa ngirim setan suka sembarang narok gelas gin pecah biji aaarrggghhhh,insult,hate_speech,hate_speech,normal
fml,insult,normal,normal,normal
iran campur tangan israel gempur gaza,threat,normal,normal,normal
jdi gni inti orang kaya elit jamin tangan mulut didik mending udik kampung sampah msh pnya otak mikir,hate_speech,hate_speech,insult,hate_speech
ari sarua bek mah repeh monyet xf x f x x xf x f x x,insult,hate_speech,normal,normal
sebut nama capres imigran yaman bawa jajah belanda indonesia,hate_speech,normal,normal,normal
bismillah aswaja bilang wahabi kaki tangan yahudi allah hidayah baaraka llahu fiikum,hate_speech,normal,normal,normal
suami tuju urus anak anak henti sekolah putri sayat lengan darah ancam bunuh putri dadak bisu selective mutism sekolah saran henti tangan anak bisu,hate_speech,normal,normal,normal
biar kadrun sadar anti islam orang mata sipit orang identik mata biru bule negara isalm hancur sekutu amerika syiriah irak libya palestina afganistan lebanon hancur china eropa,hate_speech,normal,normal,normal
harus thread tki dimalaysia jam kerja jam sebenernya kilang jahanam betol,hate_speech,normal,normal,normal
dukung ganjar etnis tionghoa singgung pimpin satu umat,hate_speech,normal,normal,normal
topeng fix buka dukung bau busuk,hate_speech,normal,normal,normal
nama islami laku hadeuh goublog tampang sesak woy,hate_speech,hate_speech,normal,normal
temu keluarga berani negara kunjung bukti cerdas tangguh waspada,hate_speech,normal,normal,normal
sinyal by u cacat,insult,normal,normal,normal
hustt homo dsni gay,normal,harassment,harassment,harassment
kapal perang china sampe heran nyasar gimana,hate_speech,normal,normal,normal
klrga raja inggris liat santun humanis dll pdhl mreka dukung setia israel utuh usah klen tonton liga premier campak aja,threat,normal,normal,normal
jepang waspada china ancam bom nuklir campur taiwan,threat,normal,normal,normal
harap sarap,insult,normal,threat,insult
allahuakbar kek gila,harassment,normal,normal,normal
iya gitu monyet anjing gua gampar kesel astaghfirullah adzim gaboleh ngomong kasar maapin x ngentot url,harassment,insult,insult,insult
ny bnyk impor hduh praah msti,hate_speech,normal,normal,normal
eh kau pki miband hahahahaha dah tinggl dah zaman jam besi mira,normal,hate_speech,hate_speech,hate_speech
bener lee teori netflix season kacrut bukti xf x f x x,insult,normal,hate_speech,hate_speech
prabowo bantu rohingya ri segani url url,hate_speech,normal,normal,hate_speech
pas kemarin reply bangga ny ngirim foto tubuh otot blg normalisasi gemuk besok ngukur baju badan abang barusan poin akun pantes mata gemuk gendut,insult,normal,normal,normal
pesan dukung hancur sistem zionis israel,hate_speech,normal,normal,normal
israel jahil palestina halal meh halal halal palestina murka ketikapalestina pali estina tahan jahil israel israel murka sorry klo gambar rada jomok macam gambar cocok ilustrasi free palestine follow member lupa follow like share hibur berkah,threat,normal,normal,normal
wkwkwjjwjw asu url,insult,hate_speech,hate_speech,hate_speech
galakin doong pribumi negeri teriak usang aseng oseng gilir hadap hadap langsung usang aseng asing oseng loyo,hate_speech,hate_speech,normal,normal
dengerin lagu pake kyk dunia alias budek cuy,harassment,normal,normal,normal
kira islam soto negara daerah modifikasi china gabung islam konghucu rilis al qur an versi,threat,normal,normal,normal
chelsea sampah sarap,hate_speech,insult,insult,insult
cengeng tai url,hate_speech,hate_speech,insult,hate_speech
syiah bantu palestina ahlusunnah mana muhammad husein gaza syiah palestina hubung muhammad husein gaza muhammad husein gaza rb x tonton husen gaza nge up syiah simak,hate_speech,normal,normal,normal
kondisi gibran kritis sumpah kutu megawati nyata,insult,normal,normal,normal
cina dg teknologi modern dana bangun gedung tingkat hitung minggu amerika hebat dg teknologi dana bangun jembatan atas laut dubai hebat lg dg teknologi dana batas bangun gedung dg m indonesia sungguh dg modal yakin dana nyampe sorga pp bukti dg rambut sorga ambil,insult,normal,normal,normal
gelar aksi tolak konser coldplay tuntut gera nasional anti lgbt,hate_speech,normal,normal,normal
bisa negara akun twitter tiktok asu pargoy bantai anak salah bodoh israel babi,normal,hate_speech,hate_speech,hate_speech
orang gila engga abis pikir menantu calon cucu abis penjara orang kek gin,normal,normal,insult,normal
massa mengatasnamakan geranati lgbt aksi tolak konser coldplay jakarta aksi jalan gerbang pemuda ujung rusuh massa tendang barikade polisi kapolda metro jaya irjen karyoto lokasi pantau negosiasi massa pindah demonstrasi sebab macet gbk jalan tutup negosiasi massa tahan lokasi rusuh polisi massa ricuh tendang barikade polisi,normal,normal,hate_speech,hate_speech
mz sa gapake kacamata petang situ senyum ganteng gmn liat nyapa nyapa aing budek hhhh n n diomongin mz kolam kali disenyumin judes buang muka mulu n n buang muka,insult,normal,normal,normal
komunis anjing wkwkw,hate_speech,hate_speech,normal,hate_speech
koreng larang hina,insult,hate_speech,hate_speech,hate_speech
cina pilih jokowi pilih bowo,normal,normal,hate_speech,hate_speech
emg kampung,hate_speech,normal,normal,normal
ha ha ha ha block ama zionis israel,normal,normal,insult,normal
kau bbual sompret,insult,hate_speech,hate_speech,hate_speech
sungguh saddam hussein bahaya iran kaum syiah rofidhoh era an paham saddam hussein bunuh rakyat iraq negeri juta orang kecam sumpah serapah saddam tahbis bantai kejam ulama tanah arab ambil simpul saddam mati khusnul khatimah sa islampos saksi video rencana syiah balik revolusi iran kuasa negara negara islam,hate_speech,hate_speech,threat,normal
yaallah nang hancur hati ku anak anak korban genosida kaum zionis,hate_speech,normal,normal,normal
mc donalds cabang israel sumbang makan tentara israel muslim dunia seru boikot mcd mcdonald s aishamaharani aisha maharani mc donalds cabang israel sumbang makan tentara israel mcdonalds israel hadap seru boikot gara garanya cabang makan cepat saji negara makan gratis israel defense forces idf tentara israel pecah perang israel vs hamas aksi picu gelombang prores boikot negara indonesia mui ormas islam seru boikot mcdonalds,threat,normal,normal,normal
syaitan iblis ganggu suara adzan hati bu suk nama,hate_speech,normal,normal,normal
the hate u give film adaptasi buku anak kulit hitam senjata tembak adil kuat amp didik emosi amp pesan aktor pancar cahaya rasisme danamp sadar saudarasaudara warna amp saudara perempuan pergi,hate_speech,normal,normal,hate_speech
israel tolak gencat senjata,hate_speech,normal,normal,normal
ian pantat,insult,hate_speech,hate_speech,hate_speech
bilang musnah kafir nklu bicara hukum bunuh kafir klu masuk intimidasi amp ancam masuk dalil hukum,normal,hate_speech,hate_speech,hate_speech
manga kanokari tamat cok wtf chapter kazuya temu alien gila milking manga ampas d yoredaze hah titan jogging fak teh milking konteks keruk merah untung produk karya pikir karya layak panjang btw x author manga kanojo okarishimasu protes kait cerita manga gws dah ngikutin manga info facebook reinaldy ezra dragnell,threat,normal,normal,normal
obat monyet kedih url,normal,hate_speech,hate_speech,hate_speech
beneran sinting orang huf,threat,normal,normal,normal
tutup klub bar tutup sekolah posisi bijak masuk akal,harassment,normal,normal,harassment
tutup bias sejarah a a b b p p anak cucu jgn smp depan buta sejarah biar sesat simpang ragu,normal,normal,insult,normal
dear dik selamat capai moga tahan kasih kendor dik,hate_speech,normal,normal,normal
batal lantik anies angkat soemarsono plt gubernur cc,hate_speech,normal,normal,normal
nama pahlawan malam saran lapor coba tanyain agama si abu jande,hate_speech,normal,normal,normal
kali ketemu bobotoh viking kaos the jak,hate_speech,insult,normal,normal
beli tol otomatis narik duit guna tol beli tol asing aseng asing aseng pake kuno bgitu,normal,hate_speech,hate_speech,normal
aswaja sufi tiru niru syiah studi banding aqidah tokoh syi ah al khumaini aqidah kaum sufi at tijaani alwi al maaliki habib al jufri habib munzir sungguh temu musuh sengit kaum syi ah aswaja imitasi baca sufi aswaja asli baca salafy nama kaum sufi wahabi akan musuh kaum wahabi gerangan syi ah aswaja sepakat musuh kaum wahabi rahasia sama kelompok ibadat huni kubur wali heran syi ah aswaja sufi hobi tinggi kubur hobi ibadah kubur hobi beristighotsah huni kubur hobi cari barokah pasir kubur wali lindung topeng cinta ahlul bait hormat ahlul bait akan cinta ahlul bait syirik perkara lazim kaum aswaja sufi ikut taqlid buta kaum syi ah panjang aswaja ahlus sunnah enam doa nabi imam allah ampun dosa aqidah syi ah baca,hate_speech,hate_speech,insult,normal
gampang presiden mu hina china bangsat diam si munafik bisu n n,hate_speech,hate_speech,threat,normal
sesat tentara cina darat bandara sam ratulangi manado musuh indonesia,hate_speech,normal,normal,normal
kampret telat gua,insult,insult,hate_speech,hate_speech
polisi perintah simpan bom ujung ras tanggung akibat,hate_speech,normal,normal,normal
perempuan indonesia ber burqa cadar harap musnah indonesia,hate_speech,normal,normal,normal
okehhh standby pagi buta lusa,threat,normal,normal,normal
tukang kebun sekolah sebut jelek ppl layak bela,harassment,normal,hate_speech,normal
ce foutu sukuna idiot,harassment,normal,hate_speech,insult
you know imigran sana tenggelam langsung laut si dongok koar negara beking usa negara hasil rampok orang lokal,insult,normal,normal,normal
issue israhell palestine kmren loh klo pro israel gila kali,hate_speech,normal,normal,normal
kamis okt wib travel news viral warga yahudi ludah umat kristen ziarah yerusalem wahyu setyo widodo detiktravel f in komentar benci gelombang serang israel jalur gaza propaganda narasi pemutarbalikkan fakta dll medsos media perhati screenshot berita fakta hati dalam orang yahudi benci islam kristen gelintir orang yahudi my friend ludah rumah ibadah agama lewat cuih tere liye tulis novel negeri bedebah,harassment,normal,normal,normal
open bo gay samarinda gay balikpapan pijat,sexually_explicit,normal,normal,normal
hisap penis kau buat kesal,harassment,hate_speech,normal,normal
kampanye salah paslon hujan uang,normal,normal,hate_speech,normal
orgnya hpnya nangkep sinyal gay,hate_speech,hate_speech,normal,normal
external serang bujer zionis internal serang kaum islam percaya hamas antek zionis moga allah balas amal,hate_speech,normal,normal,normal
ulas kindle voyage meh gema,insult,normal,normal,normal
moga israel laknat abu,hate_speech,normal,threat,normal
conflict update alhamdulillah allah akbar berita brigade brigade al qassam musnah kenderaan angkut tentera zionis barat kota gaza peluru al yassin bakar sepenuh sumber brigade al qassam,threat,normal,normal,normal
etnis risiko kena sakit neu gc autoimmune disease tipe etnis yahudi ashkenazi orang yahudi ashkenazi cipta sakit neu gc autoimmune disease tipe senjata makan tuan,hate_speech,normal,normal,normal
sayang mark gila sayang pake bgttttt,threat,normal,normal,normal
beril ma rifat sambut seru allah rasul rang riba langsung rang manusia setan israel zionist laknatullah bankir rentenir rang riba berat orang kafir munafik fasik,normal,hate_speech,hate_speech,hate_speech
yeuhhh dasar pucuk kntl,hate_speech,normal,harassment,harassment
coba maen fair orang gila dukung club,normal,normal,insult,normal
buzzer si zonk gembel warnet nunggu kecyduk gaji brp si gede ajarin biar ip anonim,insult,hate_speech,hate_speech,insult
ikut buta muak,insult,normal,normal,normal
taqiyyah dusta suci muhammad sebut musa taurat puluh puluh kali suruh muslim imani taurat puluh kali musa taurat sungguh hamid ali contoh tipu bela islam truncated,insult,hate_speech,hate_speech,hate_speech
pantat orang gila bunuh,hate_speech,normal,normal,normal
eh kiapa so stalking dil milea bajing,insult,hate_speech,hate_speech,hate_speech
gila gua jabodetabek ketemu jogja diblock orang ketemu ajg kali kena,harassment,normal,normal,normal
ketua karang taruna nama andin wakil nama sudin panggil ktua wakil n nsaya singkat asu,insult,normal,normal,normal
dialog neo oracle the matrix noracle kuasa nneo hening noracle kuasa,normal,normal,hate_speech,normal
percaya susah presiden percaya fatwa nabi palsu,hate_speech,normal,normal,normal
siswi kelas sd anti gresik usia korban keras lomba agustus sd negeri korban alami buta salah mata colok tusuk bakso jadi agustus siswa halaman sekolah lomba soetomo rusa syaraf mata kanan korban akibat buta permanen ayah korban lapor jadi polres gresik agustus sekolah polsek anti enggan rekam cctv jadi alas cctv rusak,threat,normal,normal,normal
haram unsur najis,normal,hate_speech,hate_speech,hate_speech
briged al qassam has tembak helikopter zionis israel kawasan buriej peluru pandu sam sumber kataib al qassam channel,normal,normal,hate_speech,normal
zionis israel rampok bumi palestine,insult,normal,normal,normal
arema fc sadar berat tekan main kandang baya surabaya singo edan mental main,normal,normal,insult,insult
jokowi tolak ungsi rohingya kadrun demo jilid jilid caci maki hujat habis habis pki anti islam duli muslim dll kadrun ribu imigran rohingya indonesia mana,normal,hate_speech,hate_speech,hate_speech
gb raib curi providernya kampret,hate_speech,normal,normal,hate_speech
kau baca feminazi delusional dunia gelap pikir,harassment,insult,insult,harassment
tulis grup rawan gama manusia masuk menghujad manusia bodoh,insult,normal,normal,normal
stalk ntah la form ndak pandai stop bangkai,hate_speech,normal,normal,normal
prediksi togel china september pocari d salam togel pocari d hubung livechat social media wa,threat,normal,normal,normal
hadap ulama rommy alas ppp dukung jokowi,normal,normal,hate_speech,normal
presiden hingar bingarnya pilpres selesai orba habibie menclok sebentar gusur brutus akbar ganjar dkk gusdur duduk man gusur gusdur orang atur atur dpr taman nak kanak ternak malak megawati hadir cicip manis presiden sisa jabat gusdur mandat rakyat kuasa aset cair bank jadi kasir persis zaman mertua dna sungsang prabowo anis kelas manager cabang urus negara nonton y ganjar kerja kaca berat boss iyyas subiakto,insult,normal,normal,normal
biar dunia teroris jajah zionis israel kejam,normal,normal,hate_speech,hate_speech
tulis gua g paham ama gua otak gua otak otak autis kek bikin thread gblknya ampe selkulit mati lnjt,threat,normal,normal,normal
kampanye boikot produk dukung yahudi sungguh nyata,hate_speech,normal,normal,normal
semut kaiju nakal nsaya napakah tanah gelap nsemut kaiju nakal nsaya napakah tanah takut setan,normal,hate_speech,insult,insult
ketawa smbil buang smpah sarap nlu mmg anjing kurap,hate_speech,insult,insult,insult
syiah laknatullah alaihi,normal,hate_speech,hate_speech,hate_speech
elo kafir banci yakk ampun kafir banci sedih cong google kafir banci kayak,hate_speech,harassment,harassment,harassment
panas pki,hate_speech,normal,normal,normal
twitter gila gimana masak like hapus trs,insult,normal,normal,normal
sadis israel bombardir kamp ungsi gaza jabalia,threat,normal,normal,normal
smh sma fucking ganggu,harassment,insult,insult,harassment
bismillah kelompok menkla im pegang al qur an sunnah beda an nu muhammadiah jama ah tabligh berfikirlah orang ma u berfikir moga bermanfa at barakallahu fiikum,normal,hate_speech,hate_speech,normal
           kasih anda cacat,normal,normal,threat,normal
tentara israel pesawat serang udara jalur gaza,hate_speech,normal,normal,normal
ken ketemu presiden israel cubit mata pke tang,threat,normal,normal,normal
orang teman kirim snapchat massa cuci perempuan lipat nosexist,harassment,normal,normal,normal
rakyat suka gila kuasa pilih ganjar mahfud,insult,normal,normal,normal
anjing ngeh avatar ig gua cewe kumis tolol instagram idiot,normal,normal,hate_speech,insult
xf x f x x xf x f x x xf x f x x xf x f x x xf x f x x xf x f x x banci nku cwek cemen nyerang cwek sembunyi wajah mu,harassment,hate_speech,normal,harassment
doa bangsa ajarin islam pks ngaku partai dakwah genah allah jka engkau hendak jokowi ilah tunjuk beliau bawa bangsa maju engkau hendak,normal,hate_speech,hate_speech,hate_speech
presiden jokowi tolak rohingya orang ormas suka jokowi tentang mana kadrun demo tentang putus presiden baik nkri,normal,hate_speech,hate_speech,hate_speech
orang orang nyerang raksasa rada gila elu,insult,normal,normal,normal
masuk jokowi tokoh muslim pengaruh dunia dasar lembaga survei the muslim bukti juang presiden umat muslim indonesia,normal,normal,hate_speech,hate_speech
untung sirah buat alloh buat cina,hate_speech,normal,normal,normal
kali raya maulid nabi gabung grup wa ahli sejarah kelompok kali ada maulid kelompok bathiniyah nama bani fatimiyah aku turun ahli bait turun nabi shallallahu alahi wa sallam kelompok batiniyah milik ingat maulid maulid nabi shallallahu alahi wa sallam maulid ali bin abi thalib radhiallahu anhu maulid fatimah maulid hasan maulid husain maulid kuasa daulah bathiniyah kuasa abad h ulama sepakat maulid nabi shallallahu alahi wa sallam muncul zaman massa abad utama umat al quruun al mufadholah ingat maulid zaman nabi shallallahu alahi wa sallam sahabat tabi in tabi tabi in al hafizh as sakhawi ingat maulid nabi shallallahu alahi wa sallam nukil ulama generasi generasi utama islam ingat hakikat tuju utama daulah ada ingat maulid nabi shallallahu alahi wa sallam rangka sebar aqidah sesat ambil simpati kaum muslimin kedok cinta ahli bait nabi shallallahu alahi wa sallam dhahiratul ihtifal bil maulid an nabawi abdul karim al hamdan bani fatimiyah bani fatimiyah kelompok orang syiah ikut ubaid bin maimun al qoddah sebut bani fatimiyah anggap pimpin turun fatimah putri nabi shallallahu alahi wa sallam asli aku dusta nama layak bani ubaidiyah bani fatimiyah kelompok milik paham syiah rafidhah tentang ahlusunnah konsultasisyariah web resmi kali raya maulid nabi gabung grup wa ahli sejarah kelompok kali ada maulid kelompok bathiniyah nama bani fatimiyah aku turun ahli bait turun nabi shallallahu alahi wa sallam kelompok batiniyah milik ingat maulid maulid nabi shallallahu alahi wa sallam maulid ali bin abi thalib radhiallahu anhu maulid fatimah maulid hasan maulid husain maulid kuasa daulah bathiniyah kuasa abad h ulama sepakat maulid nabi shallallahu alahi wa sallam muncul zaman massa abad utama umat al quruun al mufadholah ingat maulid zaman nabi shallallahu alahi wa sallam sahabat tabi in tabi tabi in al hafizh as sakhawi ingat maulid nabi shallallahu alahi wa sallam nukil ulama generasi generasi utama islam ingat hakikat tuju utama daulah ada ingat maulid nabi shallallahu alahi wa sallam rangka sebar aqidah sesat ambil simpati kaum muslimin kedok cinta ahli bait nabi shallallahu alahi wa sallam dhahiratul ihtifal bil maulid an nabawi abdul karim al hamdan bani fatimiyah bani fatimiyah kelompok orang syiah ikut ubaid bin maimun al qoddah sebut bani fatimiyah anggap pimpin turun fatimah putri nabi shallallahu alahi wa sallam asli aku dusta nama layak bani ubaidiyah bani fatimiyah kelompok milik paham syiah rafidhah tentang ahlusunnah konsultasisyariah web resmi,hate_speech,normal,normal,normal
cewe gila seragan sebut lupa anjr plis help,harassment,normal,normal,normal
selamat tim dulunya jaya sisa main burik xf x f x x,hate_speech,normal,normal,normal
dapat agama ulama kt mui anti kebhinekaan tuduh mnghalangi si nista gubernur,hate_speech,normal,normal,normal
sipit bri,threat,normal,normal,normal
pakar ekonomi sambut positif jokowi harry tanoe,normal,normal,hate_speech,normal
enam bani manusia masyarakat,normal,normal,hate_speech,hate_speech
sby genius politik sby kuat pengaruh guru agenda,hate_speech,normal,normal,hate_speech
lihat si anies kurang ngebandingin ahok mudah bilang mampus badjingan brengsek taik paham nenek orang hadap publik rapat internal mending si anies yak,hate_speech,hate_speech,insult,insult
simpat palestina milih ganjar tolak tim sepakbola israel tanding indonesia,threat,normal,normal,normal
pasang jepret racun tikus coba perhati rumah sisa makan sera sampah cecer heran tikus tikus liar tikus masuk rumah tarik bau makan non,normal,normal,insult,normal
bangsat n cebong n kecoak n bajing n taik ayam n uanjing n bodat n cecurut n borax n kucirap,insult,hate_speech,hate_speech,hate_speech
ehh positif gaes tekan kaum sia sia bela agama kitab suci fiksi fiksi isi norma kehid,hate_speech,hate_speech,normal,normal
buaya darat sejati b napa a liat kaos lacoste sandal crocs celana kolor crocodile,normal,normal,hate_speech,normal
wkwkwkwk tai ociy n ociy kangen junev n jahat ka jendeuk n n ngesend meme n n ciy nyebut mulu n dasar jomblo n ociy move on n ndah hehehe,insult,hate_speech,hate_speech,insult
kelola perkara sistem tiket masuk bromo tengger meru biadab idiot pantek jembat,threat,normal,hate_speech,hate_speech
bangun pesan ibu kutuk perilaku bicara lawan trump insta panas fuck trump sedih wanita kristen bicara hidup hitam ambil,hate_speech,normal,harassment,hate_speech
berita ppp tolak pencapresan jokowi dukung pdip ppp tolak jokowi presiden periode partai satu bangun ppp kubu djan faridz tolak jokowi pimpin indonesia periode,normal,normal,hate_speech,normal
wkwkwkwk mampus pepet ujin ah,insult,hate_speech,hate_speech,hate_speech
hashtag aneh orangorang khawatir blame one notall,insult,normal,normal,normal
gila bego adel bebi,insult,hate_speech,hate_speech,insult
posisi mantep yo url,insult,normal,hate_speech,hate_speech
salah jahat houthi syiah rafidhah rampok bantu rakyat yaman lapar ronta perintah resmi yaman,hate_speech,normal,normal,normal
sadar gila gila sadar o,threat,normal,normal,normal
emg idiot gimanasi,hate_speech,hate_speech,threat,insult
brengsekkkk januari jkt mah gausah nntn smcu kemaren fakkkkk gila anjinggg,insult,hate_speech,normal,normal
halu palestina tanah palestina ternasuk dalam mulim yahudi kristen palestina sioniz ngaku yahudi korban holocaus nazi ngungsi palestina,hate_speech,normal,normal,normal
sengaja baju jokowi pecah indonesia sedih presiden paham ideologi amp konstitusi nkri by chirpstory,hate_speech,normal,normal,normal
tolong bawa rsj cepat,hate_speech,normal,normal,normal
maju gubernur sengsara rawan,hate_speech,normal,normal,normal
julid julid julid gila wkwkwkwk kesel dikit ngaruh,threat,normal,normal,normal
feminazi ksatria putih korban profesional terminologi,insult,hate_speech,hate_speech,harassment
qs ali imran tafsir al muyassar menteri agama saudi arabia sungguh tunjuk nyata orang orang yahudi sombong bangkang golong perang perang badar golong juang tegak agama allah muhammmad sholallohu alaihi wasallam sahabat golong kafir allah perang tahan batil allah kuat tolong hendak hamabanya sungguh peristiwa orang orang milik mata hati lurus tunjuk hikmah hikmah allah buat buat referensi,threat,normal,normal,normal
kampus foreigner pake rok bawah pantat dikit wkwkw gantung dosen nentuin pakai,normal,normal,insult,normal
naah seks tshirt please,normal,harassment,hate_speech,harassment
maksa si,normal,hate_speech,hate_speech,hate_speech
telaah ajar islam isi alquran simpul muhamad kelas tokoh bidah kristen arius dogma arianisme sabelius dogma sabelian valintinus basilides dogma gnostik charles tase russel dogma ssy dsb beda dogma hasil pikir muhamad klaim wahyu ilahi gulam ahmad dogma ahmadiyah lia eden dogma salamullah salah hasil kaji kakek telaah islam tahun salam,hate_speech,normal,normal,normal
prabowo panik nprabowo babi buta nserang nelite politik goblog mental maling xe x xa,hate_speech,insult,insult,insult
cium jokowi tajam cari uang upss salah hutang uang,hate_speech,normal,normal,normal
dih ngaku pinter orang politik ngaca woyy tampang loe k xc xa k orang bego ckakakakak,threat,hate_speech,hate_speech,insult
ih geblek sp bilang airplane pt bawa islam alquran sgala xf x f x xa xf x f x xa latin drpd arabic song kali xf x f x xa,insult,hate_speech,hate_speech,hate_speech
emg dasar gila,hate_speech,normal,normal,normal
utang israel tembus rp t gempur gaza konflik hamas keluar israel tingkat tajam,threat,normal,normal,normal
minggu ilc mutu dpt hadir orang gila tampa kuping xf x f x xb,threat,normal,normal,normal
ayo israel gas hamas tu jngn kash ampun,threat,normal,normal,normal
tebar nyir nyir teroris teroris cm indentik bom,normal,normal,hate_speech,hate_speech
kadrun demo ungsi rohingya tanggungjawab mu kadrune ganok seng muncul,normal,normal,hate_speech,normal
fpi nyata darul islam nyata isis hnya propaganda politik,normal,hate_speech,hate_speech,normal
knp siy salty akun syiah terang an bain yahudi wajar murid dajal support syiah bela muslim aneh,hate_speech,hate_speech,normal,hate_speech
knapaa si internet kmrn gila bayar rb layan kaya bgini internet,insult,normal,normal,normal
persetan kau lacur gemuk kulit putih,hate_speech,harassment,harassment,harassment
kek orgil wkwk,insult,normal,normal,normal
om coba kuota pakai cari google taon jakarta berita tindas cina kristen benci islam,normal,normal,threat,normal
caci rakyat sikap ganjar tolak israel tuai puji,normal,normal,threat,normal
benci chinese islam ngajarin bajar negeri cina,hate_speech,normal,normal,normal
adih ipey maaf salah urg pey kasoh perek ngga,insult,insult,harassment,harassment
persib kunyuk xf x f x x xf x f x x xf x f x x,hate_speech,insult,insult,insult
maaf,harassment,normal,normal,normal
gila bekas ampe jam itu tol macet kek tai,harassment,normal,normal,normal
daster vir l,normal,hate_speech,hate_speech,normal
lahir kristen milik bijaksana amp diskermen bias terangterangan sisi radikal aktivis media politik amp bohong dukung partai politik dukung allah abominations,hate_speech,normal,normal,hate_speech
baca alquran ikut bimbo keras barbar bunuh seks bodoh tumpu genocidal kotor uap,harassment,hate_speech,hate_speech,hate_speech
takut proyek mercusuar ikn mangkrak lanjur undang investor china utang lanjur numpuk kudu aman proyek tentang lawan politik jokowi jinak politik kuasa,insult,normal,normal,normal
kontaminasi murid n xf x f xa xa xf x f xa xa xf x f xa xa n ncuma kasih kaca gerung bro nkl nalar dungu n njokowi bicara emas mahal nkalajengkin,hate_speech,hate_speech,normal,normal
potong gaji fasilitas dpr an orang,normal,normal,hate_speech,normal
tanah janji ikut musa yahudi ikut musa durhaka musa,hate_speech,normal,normal,normal
dukung supporter real sociedad palestina dunia kejam negara zionis israel orang orang palestina momen laga ucl sociedad vs benfica,hate_speech,normal,normal,normal
tentara israel ubah bangun palestina sinagoge yahudi operasi darat gaza utara the jerusalem post rabu lapor tentara israel diri sinagoge jantung jalur gaza invasi darat surat kabar merinci lokasi bangun dialihfungsikan terbit foto area pintu masuk lengkap tenda tulis kuil abraham simak berita lengkap tentara israel ubah bangun palestina sinagoge yahudi operasi darat gaza utara the jerusalem post rabu lapor tentara israel diri sinagoge jantung jalur gaza invasi darat surat kabar merinci lokasi bangun dialihfungsikan terbit foto area pintu masuk lengkap tenda tulis kuil abraham simak berita lengkap,hate_speech,normal,normal,normal
